sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,maximum_magnitude,strategy_PFLO_NDC_3,strategy_PFLO_PEMEX_CFE_2050,strategy_PFLO_PEMEX_CFE_2060,strategy_PFLO_PEMEX_CFE_NDC,strategy_PFLO_RENEWABLES_2050,strategy_PFLO_RENEWABLES_2060,strategy_PFLO_RENEWABLES_NDC,year
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.27272727272727276,0.0,0.0,0.27272727272727276,0.0,0.0,0.27272727272727276,2047
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.2863636363636364,0.0,0.0,0.2863636363636364,0.0,0.0,0.2863636363636364,2048
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,2049
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.31363636363636366,0.0,0.0,0.31363636363636366,0.0,0.0,0.31363636363636366,2050
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.32727272727272727,0.0,0.0,0.32727272727272727,0.0,0.0,0.32727272727272727,2051
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.34090909090909094,0.0,0.0,0.34090909090909094,0.0,0.0,0.34090909090909094,2052
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.35454545454545455,0.0,0.0,0.35454545454545455,0.0,0.0,0.35454545454545455,2053
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.3681818181818182,0.0,0.0,0.3681818181818182,0.0,0.0,0.3681818181818182,2054
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.38181818181818183,0.0,0.0,0.38181818181818183,0.0,0.0,0.38181818181818183,2055
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.39545454545454545,0.0,0.0,0.39545454545454545,0.0,0.0,0.39545454545454545,2056
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.40909090909090906,0.0,0.0,0.40909090909090906,0.0,0.0,0.40909090909090906,2057
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.4227272727272728,0.0,0.0,0.4227272727272728,0.0,0.0,0.4227272727272728,2058
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.4363636363636364,0.0,0.0,0.4363636363636364,0.0,0.0,0.4363636363636364,2059
AFOLU,AGRC,TFR:AGRC:DEC_CH4_RICE,AGRC: Improve rice management,Reduce :math:`\text{CH}_4` emissions from rice production by 45% due to improved management and reduced flooding.,Fractional reduction in methane emitted from rice production,0.0,0.45,0.0,0.0,0.45,0.0,0.0,0.45,2060
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.00909090909090909,0.0,0.0,0.00909090909090909,0.0,0.0,0.00909090909090909,2028
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,2029
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.02727272727272727,0.0,0.0,0.02727272727272727,0.0,0.0,0.02727272727272727,2030
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.03636363636363636,0.0,0.0,0.03636363636363636,0.0,0.0,0.03636363636363636,2031
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,2032
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.05454545454545454,0.0,0.0,0.05454545454545454,0.0,0.0,0.05454545454545454,2033
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.06363636363636363,0.0,0.0,0.06363636363636363,0.0,0.0,0.06363636363636363,2034
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.07272727272727272,0.0,0.0,0.07272727272727272,0.0,0.0,0.07272727272727272,2035
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.0818181818181818,0.0,0.0,0.0818181818181818,0.0,0.0,0.0818181818181818,2036
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,2037
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.09999999999999999,0.0,0.0,0.09999999999999999,0.0,0.0,0.09999999999999999,2038
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.10909090909090909,0.0,0.0,0.10909090909090909,0.0,0.0,0.10909090909090909,2039
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.11818181818181817,0.0,0.0,0.11818181818181817,0.0,0.0,0.11818181818181817,2040
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.12727272727272726,0.0,0.0,0.12727272727272726,0.0,0.0,0.12727272727272726,2041
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.13636363636363635,0.0,0.0,0.13636363636363635,0.0,0.0,0.13636363636363635,2042
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.14545454545454545,0.0,0.0,0.14545454545454545,0.0,0.0,0.14545454545454545,2043
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.15454545454545454,0.0,0.0,0.15454545454545454,0.0,0.0,0.15454545454545454,2044
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.1636363636363636,0.0,0.0,0.1636363636363636,0.0,0.0,0.1636363636363636,2045
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.17272727272727273,0.0,0.0,0.17272727272727273,0.0,0.0,0.17272727272727273,2046
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,2047
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.1909090909090909,0.0,0.0,0.1909090909090909,0.0,0.0,0.1909090909090909,2048
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,0.0,0.0,0.19999999999999998,2049
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.2090909090909091,0.0,0.0,0.2090909090909091,0.0,0.0,0.2090909090909091,2050
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.21818181818181817,0.0,0.0,0.21818181818181817,0.0,0.0,0.21818181818181817,2051
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.22727272727272727,0.0,0.0,0.22727272727272727,0.0,0.0,0.22727272727272727,2052
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.23636363636363633,0.0,0.0,0.23636363636363633,0.0,0.0,0.23636363636363633,2053
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.24545454545454545,0.0,0.0,0.24545454545454545,0.0,0.0,0.24545454545454545,2054
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.2545454545454545,0.0,0.0,0.2545454545454545,0.0,0.0,0.2545454545454545,2055
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.2636363636363636,0.0,0.0,0.2636363636363636,0.0,0.0,0.2636363636363636,2056
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.2727272727272727,0.0,0.0,0.2727272727272727,0.0,0.0,0.2727272727272727,2057
AFOLU,AGRC,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,AGRC: Reduce supply chain losses,Reduce waste food waste in the agricultural (crop) supply chain (pre-consumer),Fractional reduction in food waste in supply chain,0.0,0.2818181818181818,0.0,0.0,0.2818181818181818,0.0,0.0,0.2818181818181818,2058
