sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,start_period,maximum_magnitude,strategy_PFLO_NDC_3,year
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.0,2024
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.0,2025
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.0,2026
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.0,2027
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.0,2028
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.01484375,2029
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.0296875,2030
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.044531249999999994,2031
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.059375,2032
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.07421875,2033
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.08906249999999999,2034
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.10390624999999999,2035
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.11875,2036
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.13359374999999998,2037
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.1484375,2038
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.16328125,2039
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.17812499999999998,2040
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.19296875,2041
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.20781249999999998,2042
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.22265625,2043
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.2375,2044
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.25234375,2045
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.26718749999999997,2046
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.28203125,2047
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.296875,2048
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.31171875,2049
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.3265625,2050
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.34140624999999997,2051
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.35624999999999996,2052
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.37109375,2053
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.3859375,2054
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.40078125,2055
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.41562499999999997,2056
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.43046874999999996,2057
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.4453125,2058
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.46015625,2059
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",13,0.0,0.475,2060
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2015
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2016
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2017
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2018
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2019
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2020
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2021
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2022
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2023
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2024
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2025
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2026
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2027
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0,2028
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0125,2029
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.025,2030
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.037500000000000006,2031
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.05,2032
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.0625,2033
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.07500000000000001,2034
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.08750000000000001,2035
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.1,2036
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.1125,2037
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.125,2038
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.1375,2039
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.15000000000000002,2040
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.1625,2041
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.17500000000000002,2042
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.1875,2043
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.2,2044
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.21250000000000002,2045
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.225,2046
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.23750000000000002,2047
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.25,2048
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.2625,2049
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.275,2050
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.28750000000000003,2051
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.30000000000000004,2052
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.3125,2053
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.325,2054
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.3375,2055
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.35000000000000003,2056
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.36250000000000004,2057
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.375,2058
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.3875,2059
Energy,FGTV,TFR:FGTV:DEC_LEAKS,FGTV: Minimize leaks,Missing,"Fractional reduction in CO2, CH4, and N2O leaks from fugitive emissions.",13,0.0,0.4,2060
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2015
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2016
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2017
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2018
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2019
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2020
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2021
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2022
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2023
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2024
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2025
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2026
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2027
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0,2028
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0046875,2029
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.009375,2030
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.014062499999999999,2031
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.01875,2032
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0234375,2033
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.028124999999999997,2034
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0328125,2035
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0375,2036
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.042187499999999996,2037
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.046875,2038
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0515625,2039
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.056249999999999994,2040
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0609375,2041
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.065625,2042
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0703125,2043
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.075,2044
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0796875,2045
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.08437499999999999,2046
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0890625,2047
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.09375,2048
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.0984375,2049
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.103125,2050
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.10781249999999999,2051
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.11249999999999999,2052
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.1171875,2053
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.121875,2054
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.1265625,2055
Energy,INEN,TFR:INEN:INC_EFFICIENCY_ENERGY,INEN: Maximize industrial energy efficiency,Missing,Fractional improvement in average industrial technology efficiency.,13,0.0,0.13125,2056
