sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,maximum_magnitude,strategy_PFLO_1,year
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.13,2032
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.14857142857142858,2033
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.16714285714285712,2034
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.18571428571428572,2035
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.2042857142857143,2036
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.22285714285714286,2037
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.24142857142857144,2038
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.26,2039
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.2785714285714286,2040
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.29714285714285715,2041
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.3157142857142857,2042
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.33428571428571424,2043
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.35285714285714287,2044
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.37142857142857144,2045
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.39,2046
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.4085714285714286,2047
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.42714285714285716,2048
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.44571428571428573,2049
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.4642857142857143,2050
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.4828571428571429,2051
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.5014285714285714,2052
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.52,2053
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.5385714285714286,2054
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.5571428571428572,2055
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.5757142857142857,2056
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.5942857142857143,2057
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.6128571428571429,2058
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.6314285714285715,2059
AFOLU,AGRC,TFR:AGRC:INC_CONSERVATION_AGRICULTURE,AGRC: Expand conservation agriculture," | Decrease soil organic carbon loss in croplands and leave crop residues (reduce fraction removed and burned)
 | 
 | **Croplands**: Increases :math:`F_{MG}` for ``croplands`` to 1.067 (see V4, Chapter 5, Table 5.5 [2019R] for croplands management factors :math:`F_{MG}` under different management regimes--mean of *No-Till*)",Fraction of crop classes that adopt conservation agriculture (per crop specified),0.0,0.65,2060
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2015
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2016
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2017
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2018
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2019
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2020
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2021
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2022
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2023
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2024
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0,2025
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0017142857142857142,2026
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.0034285714285714284,2027
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.005142857142857143,2028
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.006857142857142857,2029
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.00857142857142857,2030
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.010285714285714285,2031
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.012,2032
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.013714285714285714,2033
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.015428571428571427,2034
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.01714285714285714,2035
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.018857142857142857,2036
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.02057142857142857,2037
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.022285714285714287,2038
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.024,2039
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.02571428571428571,2040
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.027428571428571427,2041
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.02914285714285714,2042
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.030857142857142854,2043
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.03257142857142857,2044
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.03428571428571428,2045
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.036,2046
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.037714285714285714,2047
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.039428571428571424,2048
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.04114285714285714,2049
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.04285714285714286,2050
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.044571428571428574,2051
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.046285714285714284,2052
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.048,2053
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.04971428571428572,2054
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.05142857142857142,2055
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.05314285714285714,2056
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.054857142857142854,2057
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.05657142857142857,2058
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.05828571428571428,2059
Energy,ENTC,TFR:ENTC:DEC_LOSSES,ENTC: Reduce transmission losses,Decrease transmission losses by upgrading electrical transmission infrastructure.,Target maximum fraction of electricity transmitted that is lost through inefficient or insufficient electricity infrastructure.,0.0,0.06,2060
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2015
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2016
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2017
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2018
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2019
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2020
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2021
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2022
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2023
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2024
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.0,2025
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.011428571428571429,2026
Energy,INEN,TFR:INEN:INC_EFFICIENCY_PRODUCTION,INEN: Maximize industrial production efficiency,Missing,"Fractional improvement in production (e.g., kj/tonne) efficiency. ",0.0,0.022857142857142857,2027
